fly,treatment,trial,iteration,body_length,limb_length,L1_swing_start,L1_stance_start,L1_swing,L1_stance,L1_period,L1_duty_factor,L1_step_length,L1_pull_back,L1_stride_length,L1_stride_speed,L1_AEP,L1_PEP,R1_swing_start,R1_stance_start,R1_swing,R1_stance,R1_period,R1_duty_factor,R1_step_length,R1_pull_back,R1_stride_length,R1_stride_speed,R1_AEP,R1_PEP,L2_swing_start,L2_stance_start,L2_swing,L2_stance,L2_period,L2_duty_factor,L2_step_length,L2_pull_back,L2_stride_length,L2_stride_speed,L2_AEP,L2_PEP,R2_swing_start,R2_stance_start,R2_swing,R2_stance,R2_period,R2_duty_factor,R2_step_length,R2_pull_back,R2_stride_length,R2_stride_speed,R2_AEP,R2_PEP,L3_swing_start,L3_stance_start,L3_swing,L3_stance,L3_period,L3_duty_factor,L3_step_length,L3_pull_back,L3_stride_length,L3_stride_speed,L3_AEP,L3_PEP,R3_swing_start,R3_stance_start,R3_swing,R3_stance,R3_period,R3_duty_factor,R3_step_length,R3_pull_back,R3_stride_length,R3_stride_speed,R3_AEP,R3_PEP
CA40,g150,1_00-03-07,1,3.56,0.013586956521739132,12,17,0.020833333333333332,0.0625,0.08333333333333333,0.75,1.6063771612776452,0.0430925313123999,1.0097749562033074,14.873624282178064,"(582.5, 1043.167)","(670.5, 969.833)",2,8,0.025,0.05416666666666667,0.07916666666666666,0.6842105263157895,1.2775728323198754,0.0,1.478165118233578,17.538891122830236,"(427.833, 890.5)","(510.167, 851.5)",9,12,0.0125,0.0625,0.075,0.8333333333333334,1.03382039069554,0.0,0.7239326601677356,16.707367164308117,"(709.167, 917.167)","(757.5, 861.5)",15,20,0.020833333333333332,0.05416666666666667,0.075,0.7222222222222223,1.9014119791927808,0.0,1.9408249840083587,16.18134086542979,"(423.833, 785.167)","(525.833, 695.833)",4,8,0.016666666666666666,0.05,0.06666666666666667,0.75,1.1269130527556552,0.0,1.0173212489349257,18.7412695989075,"(740.5, 787.833)","(814.5, 756.5)",10,15,0.020833333333333332,0.04583333333333333,0.06666666666666667,0.6875,0.9135448222190116,0.18843887056865838,1.5172163288156553,15.777339586387479,"(552.833, 680.167)","(611.167, 651.167)"
CA40,g150,1_00-03-07,1,3.56,0.013586956521739132,32,36,0.016666666666666666,0.05,0.06666666666666667,0.75,0.9804332804893856,0.0,1.011163749391835,17.611740681887188,"(589.5, 1114.833)","(580.5, 1045.5)",21,26,0.020833333333333332,0.058333333333333334,0.07916666666666666,0.736842105263158,1.478165118233578,0.18842599904955995,1.8327155023837551,18.99799788733039,"(370.833, 979.167)","(427.833, 890.5)",27,30,0.0125,0.05416666666666667,0.06666666666666667,0.8125,0.7239326601677356,0.1094358956329291,1.38858785527138,15.082817838771167,"(665.167, 944.167)","(709.167, 917.167)",33,37,0.016666666666666666,0.05,0.06666666666666667,0.75,1.9408249840083587,0.06948971383734051,1.847562062048775,17.117504606531526,"(347.833, 900.833)","(423.833, 785.167)",20,25,0.020833333333333332,0.041666666666666664,0.0625,0.6666666666666666,1.0173212489349257,0.05857449628787015,0.9687378822381031,16.572137887746713,"(678.5, 825.5)","(740.5, 787.833)",26,30,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.565963423396478,0.0,1.544922331852725,16.178424989791807,"(490.833, 768.833)","(565.167, 685.5)"
CA40,g150,1_00-03-07,1,3.56,0.013586956521739132,48,,,,,,,,,,,"(589.5, 1114.833)",40,44,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.753308769019389,0.0,1.4479680586939836,16.33114768937131,"(361.167, 1109.5)","(358.5, 984.5)",43,48,0.020833333333333332,0.05,0.07083333333333333,0.7058823529411765,1.4317006868920539,0.023827659177157796,0.4367525312690348,18.767888308185043,"(667.167, 1043.167)","(657.833, 941.5)",49,,,,,,,,,,,"(351.167, 897.167)",35,40,0.020833333333333332,0.05416666666666667,0.075,0.7222222222222223,1.024676619289377,0.054715551962013755,1.0273565764069845,18.53668703436483,"(628.5, 873.167)","(680.5, 821.833)",41,46,0.020833333333333332,0.05416666666666667,0.075,0.7222222222222223,1.544922331852725,0.1833126170284463,1.5192460499194664,17.34015556084875,"(442.5, 867.833)","(490.833, 768.833)"
CA40,g150,1_00-03-07,1,3.56,0.013586956521739132,,,,,,,,,,,,,55,,,,,,,,,,,"(361.167, 1109.5)",60,,,,,,,,,,,"(668.833, 1042.833)",,,,,,,,,,,,,53,,,,,,,,,,,"(627.167, 869.5)",59,,,,,,,,,,,"(454.833, 863.5)"
CA40,g150,1_00-01-37,1,3.56,0.013586956521739132,15,20,0.020833333333333332,0.041666666666666664,0.0625,0.6666666666666666,1.2050063205439174,0.1302085683327146,0.5390724900862544,15.135047046498572,"(756.0, 1099.0)","(759.5, 1013.0)",3,8,0.020833333333333332,0.0625,0.08333333333333333,0.75,1.2446032638947295,0.1541602421007535,1.1350672288280406,17.700438550170063,"(535.0, 1029.0)","(576.25, 950.25)",10,15,0.020833333333333332,0.11666666666666667,0.1375,0.8484848484848484,1.2398203879494532,0.003500028000224002,0.5920946792492822,13.242733830187586,"(808.5, 968.75)","(838.0, 885.25)",15,20,0.020833333333333332,0.0625,0.08333333333333333,0.75,1.760378391913225,0.08057669564611454,1.5023969565335853,13.69442837747874,"(498.75, 922.0)","(561.0, 812.75)",4,9,0.020833333333333332,0.05,0.07083333333333333,0.7058823529411765,0.9955657227698732,0.0,0.7466881348026415,17.86425559280122,"(781.25, 812.75)","(813.75, 749.5)",9,13,0.016666666666666666,0.05416666666666667,0.07083333333333333,0.7647058823529412,1.0297103790812139,0.0,1.4633507823454859,15.24619383303196,"(557.25, 761.5)","(616.0, 717.25)"
CA40,g150,1_00-01-37,1,3.56,0.013586956521739132,30,34,0.016666666666666666,0.05416666666666667,0.07083333333333333,0.7647058823529412,0.6618848158374032,0.08057669564611454,1.0867009223455806,10.452978655009453,"(765.75, 1136.25)","(750.5, 1091.5)",23,27,0.016666666666666666,0.058333333333333334,0.075,0.7777777777777778,1.1318897908851304,0.05250042000336003,1.5042182197455365,12.286821029112037,"(531.5, 1110.0)","(524.0, 1029.5)",43,,,,,,,,,,,"(808.5, 968.5)",35,39,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.5812226295117486,0.34394787802036736,1.352343063424046,11.581672511067898,"(480.5, 1027.75)","(498.5, 916.25)",21,28,0.029166666666666667,0.0375,0.06666666666666667,0.5625,0.7466881348026415,0.0,0.5470018622979709,13.443798449839282,"(758.0, 860.75)","(781.25, 812.75)",26,30,0.016666666666666666,0.0625,0.07916666666666666,0.7894736842105263,1.4633507823454859,0.0952110552495901,1.4109237580982943,11.531838343961233,"(555.0, 866.0)","(557.25, 761.5)"
CA40,g150,1_00-01-37,1,3.56,0.013586956521739132,47,,,,,,,,,,,"(771.5, 1136.0)",41,,,,,,,,,,,"(531.5, 1113.75)",,,,,,,,,,,,,50,,,,,,,,,,,"(485.75, 1003.75)",37,40,0.0125,0.05416666666666667,0.06666666666666667,0.8125,0.5470018622979709,0.05478410372157463,0.7451443711165009,12.784687722481996,"(738.75, 894.75)","(758.0, 860.75)",45,,,,,,,,,,,"(561.5, 868.0)"
CA40,g150,1_00-01-37,1,3.56,0.013586956521739132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,"(737.0, 891.25)",,,,,,,,,,,,
CA40,g150,2_00-01-16,1,3.56,0.013586956521739132,20,26,0.025,0.05416666666666667,0.07916666666666666,0.6842105263157895,1.1837516590016983,0.0,1.2528832036159279,10.716636476723812,"(740.0, 1352.0)","(739.0, 1265.0)",7,11,0.016666666666666666,0.07083333333333333,0.0875,0.8095238095238095,0.9668483267722376,0.0,0.9213607049435109,12.887422361557773,"(494.0, 1296.0)","(497.0, 1225.0)",14,19,0.020833333333333332,0.058333333333333334,0.07916666666666666,0.736842105263158,1.4529822394390504,0.0,0.23407687801476534,12.433302940842246,"(775.0, 1176.0)","(788.0, 1070.0)",22,27,0.020833333333333332,0.07916666666666666,0.1,0.7916666666666666,1.6802944417254975,0.17497965742550914,0.6125380838448362,11.003309524477686,"(439.0, 1198.167)","(483.167, 1082.833)",11,14,0.0125,0.05,0.0625,0.8,0.6095292085523764,0.10945190947093901,0.6568661517967546,12.41407929428107,"(731.0, 1046.333)","(767.0, 1019.667)",7,10,0.0125,0.025,0.0375,0.6666666666666667,0.5470873134002485,0.10326870204950982,0.5147192500143386,19.75897946535163,"(552.667, 1004.0)","(547.167, 964.167)"
CA40,g150,2_00-01-16,1,3.56,0.013586956521739132,39,43,0.016666666666666666,0.0875,0.10416666666666667,0.8399999999999999,1.2528832036159279,0.0,1.4724709401643197,11.888584537938138,"(688.0, 1428.0)","(740.0, 1352.0)",28,36,0.03333333333333333,0.0625,0.09583333333333334,0.6521739130434783,0.9213607049435109,0.0,1.0500017078408022,11.35816719456116,"(475.0, 1361.0)","(494.0, 1296.0)",33,35,0.008333333333333333,0.058333333333333334,0.06666666666666667,0.875,0.23407687801476534,0.043024185852631014,0.66087569227679,10.97314801425619,"(761.0, 1186.0)","(775.0, 1176.0)",46,,,,,,,,,,,"(438.167, 1185.333)",26,30,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,0.7332111378257803,0.24906342442047372,0.8598650219574766,10.594208680379268,"(723.333, 1094.0)","(725.833, 1040.167)",16,20,0.016666666666666666,0.07083333333333333,0.0875,0.8095238095238095,0.6144618801040276,0.030848005221812382,0.9581045590915764,11.372959888139341,"(547.667, 1041.5)","(551.5, 996.5)"
CA40,g150,2_00-01-16,1,3.56,0.013586956521739132,64,,,,,,,,,,,"(688.0, 1428.0)",51,,,,,,,,,,,"(475.0, 1361.0)",49,52,0.0125,0.029166666666666667,0.041666666666666664,0.7000000000000001,0.6839536810942429,0.12186287925443853,1.7348421379353007,10.275438702708048,"(729.333, 1222.833)","(760.0, 1183.0)",,,,,,,,,,,,,41,46,0.020833333333333332,0.07083333333333333,0.09166666666666666,0.7727272727272727,1.08849911003866,0.06160125944311168,1.3700798116753987,12.112626798131751,"(685.333, 1144.5)","(726.667, 1076.0)",37,41,0.016666666666666666,0.075,0.09166666666666666,0.8181818181818182,0.9840666356095549,0.12933108124521447,0.7265389634924769,10.622723901881788,"(528.167, 1109.167)","(547.0, 1039.333)"
CA40,g150,2_00-01-16,1,3.56,0.013586956521739132,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,"(723.0, 1229.167)",,,,,,,,,,,,,63,,,,,,,,,,,"(689.833, 1145.0)",59,,,,,,,,,,,"(528.5, 1099.667)"
CA40,g150,2_00-00-13,1,3.56,0.013586956521739132,3,8,0.020833333333333332,0.05416666666666667,0.075,0.7222222222222223,1.5560281274842254,0.0,1.2701694722992878,17.077762030796116,"(418, 828)","(531, 821)",12,18,0.025,0.04583333333333333,0.07083333333333333,0.6470588235294117,2.5224675351340355,0.0,1.1858770399181122,15.953022507074577,"(305, 721)","(443, 600)",17,21,0.016666666666666666,0.05,0.06666666666666667,0.75,0.7877256668997855,0.0,0.9688171274643819,17.611668334942447,"(577, 859)","(619, 820)",8,13,0.020833333333333332,0.041666666666666664,0.0625,0.6666666666666666,1.9121692707218294,0.0,1.1482462107864442,14.64613594752872,"(433, 534)","(572, 528)",9,14,0.020833333333333332,0.04583333333333333,0.06666666666666667,0.6875,0.4995267137269446,0.0,0.9035448001041012,15.75451333799571,"(677, 716)","(713, 721)",4,8,0.016666666666666666,0.0375,0.05416666666666667,0.6923076923076923,1.0366335884075357,0.0,1.2600163149737682,15.062364355382918,"(599, 547)","(674, 555)"
CA40,g150,2_00-00-13,1,3.56,0.013586956521739132,21,27,0.025,0.041666666666666664,0.06666666666666667,0.625,1.2701694722992878,0.013743815283122594,1.4831226111345748,14.392668781506647,"(439, 918)","(418, 828)",29,34,0.020833333333333332,0.041666666666666664,0.0625,0.6666666666666666,1.1858770399181122,0.019436689972142592,1.1545622893082665,16.106907159740505,"(259, 794)","(305, 721)",33,36,0.0125,0.041666666666666664,0.05416666666666667,0.7692307692307692,0.9688171274643819,0.0,0.9446311312501143,17.203327254383822,"(540, 919)","(577, 859)",23,27,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.1482462107864442,0.25564974213494057,1.5476903006423963,14.293567894447499,"(371, 590)","(433, 534)",25,30,0.020833333333333332,0.0375,0.058333333333333334,0.6428571428571428,0.9035448001041012,0.0,1.4075840996510072,13.530562175790052,"(618, 745)","(677, 716)",17,21,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.2600163149737682,0.1914291956732287,0.9923186919287903,17.416662494703576,"(510, 569)","(599, 547)"
CA40,g150,2_00-00-13,1,3.56,0.013586956521739132,37,43,0.025,0.03333333333333333,0.058333333333333334,0.5714285714285714,1.4757811649858292,0.0,1.1702437029910941,19.35576005517085,"(348, 976)","(439, 919)",44,,,,,,,,,,,"(260, 795)",46,,,,,,,,,,,"(540, 919)",38,42,0.016666666666666666,0.05,0.06666666666666667,0.75,1.5926822739290858,0.0,1.1250637158195609,18.668331098414136,"(296, 674)","(386, 601)",39,44,0.020833333333333332,0.04583333333333333,0.06666666666666667,0.6875,1.4075840996510072,0.2061572292468389,1.1665252981815801,19.30626954663522,"(535, 805)","(618, 745)",32,36,0.016666666666666666,0.05,0.06666666666666667,0.75,0.9042762039360076,0.1133344042225855,1.3421171650064543,17.688722761775125,"(467, 627)","(515, 582)"
CA40,g150,2_00-00-13,1,3.56,0.013586956521739132,51,,,,,,,,,,,"(348, 976)",,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,"(296, 674)",55,,,,,,,,,,,"(520, 805)",48,,,,,,,,,,,"(465, 635)"
CA40,g150,3_00-02-07,1,3.56,0.013586956521739132,18,24,0.025,0.05416666666666667,0.07916666666666666,0.6842105263157895,1.5985618776875175,0.08152173913043478,1.6482411941656514,12.538004686152552,"(697.0, 1386.0)","(756.5, 1284.5)",7,13,0.025,0.06666666666666667,0.09166666666666666,0.7272727272727273,0.8800373583027636,0.0,0.718761557809596,12.423212411739287,"(474.0, 1282.0)","(536.5, 1265.0)",13,17,0.016666666666666666,0.05,0.06666666666666667,0.75,1.0451584709144335,0.15757355305357612,0.5544077653017165,12.598010429776298,"(779.0, 1201.0)","(814.0, 1132.5)",21,23,0.008333333333333333,0.058333333333333334,0.06666666666666667,0.875,0.4581948024162296,0.20380434782608697,1.221315492078491,12.57160639670473,"(500.0, 1103.5)","(491.0, 1071.0)",8,13,0.020833333333333332,0.03333333333333333,0.05416666666666667,0.6153846153846153,0.44005800925819694,0.36457630067931357,0.8414320011147663,16.08874686704807,"(745.0, 1048.5)","(750.0, 1016.5)",13,18,0.020833333333333332,0.041666666666666664,0.0625,0.6666666666666666,1.1306601207264428,0.3279216952757384,0.6513950285526152,12.794729538749706,"(580.0, 1042.5)","(586.0, 959.5)"
CA40,g150,3_00-02-07,1,3.56,0.013586956521739132,37,42,0.020833333333333332,0.09583333333333334,0.11666666666666667,0.8214285714285715,1.7082997738454502,0.2393194966550073,1.8070269078972896,12.794138261832687,"(609.0, 1469.5)","(703.0, 1386.0)",29,35,0.025,0.04583333333333333,0.07083333333333333,0.6470588235294117,0.718761557809596,0.0,0.6923350985650691,15.132800196917666,"(431.5, 1313.5)","(474.0, 1282.0)",29,34,0.020833333333333332,0.016666666666666666,0.0375,0.4444444444444445,0.6968532642392568,0.019214858184417056,0.3616530340816893,17.10206336406659,"(755.0, 1234.0)","(780.5, 1189.5)",37,43,0.025,0.1,0.125,0.8,1.4245585368973994,0.25868794517200777,0.8321664256313248,11.941195711043841,"(452.0, 1179.5)","(509.0, 1091.5)",21,28,0.029166666666666667,0.041666666666666664,0.07083333333333333,0.5882352941176471,1.1173774595763006,0.0,1.2718508985631152,12.684526049129495,"(722.0, 1106.0)","(733.0, 1024.5)",28,34,0.025,0.06666666666666667,0.09166666666666666,0.7272727272727273,0.9783552188801464,0.17293372365975349,0.8011121205710834,14.565716816940002,"(586.5, 1090.0)","(574.5, 1019.0)"
CA40,g150,3_00-02-07,1,3.56,0.013586956521739132,65,71,0.025,0.06666666666666667,0.09166666666666666,0.7272727272727273,1.8376076155105125,0.021482864539187362,2.016416043431499,21.211712039523704,"(495.0, 1538.0)","(619.0, 1484.0)",46,52,0.025,0.0875,0.1125,0.7777777777777777,0.6923350985650691,0.0,1.5724517673020988,10.79415602488132,"(394.0, 1348.0)","(431.5, 1313.5)",38,44,0.025,0.004166666666666667,0.029166666666666667,0.14285714285714285,0.36772740768272716,0.075953395974857,1.3883316790789642,15.051702877084017,"(767.5, 1257.5)","(756.0, 1233.0)",67,69,0.008333333333333333,0.041666666666666664,0.05,0.8333333333333333,0.5932149862966367,0.0303813583899428,1.4473776071288886,26.49700378967154,"(493.0, 1134.0)","(459.5, 1162.0)",38,43,0.020833333333333332,0.04583333333333333,0.06666666666666667,0.6875,1.2718508985631152,0.3281327357536229,1.0206056530815806,12.036540538233751,"(717.5, 1199.5)","(722.0, 1106.0)",50,55,0.020833333333333332,0.04583333333333333,0.06666666666666667,0.6875,0.9630938529616293,0.4541479596021269,0.385556076729965,11.695244621252913,"(564.0, 1144.5)","(595.5, 1081.0)"
CA40,g150,3_00-02-07,1,3.56,0.013586956521739132,87,,,,,,,,,,,"(496.5, 1537.5)",73,,,,,,,,,,,"(394.0, 1348.0)",45,49,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.4415786481147597,0.15801227377191587,0.9327126506620912,13.75075182684215,"(732.5, 1353.5)","(765.0, 1252.5)",79,84,0.020833333333333332,0.025,0.04583333333333333,0.5454545454545455,1.4769840433690307,0.0,1.5023266848005778,15.663847605086454,"(425.0, 1216.0)","(494.0, 1132.0)",54,60,0.025,0.06666666666666667,0.09166666666666666,0.7272727272727273,1.3482102198487211,0.11548913043478262,1.3613086287304415,12.064343327148993,"(679.0, 1264.0)","(728.5, 1178.0)",66,70,0.016666666666666666,0.06666666666666667,0.08333333333333333,0.8,0.8378317170283072,0.18089031189802104,1.5478549255755674,23.332883243476072,"(557.0, 1172.0)","(576.5, 1113.5)"
CA40,g150,3_00-02-07,1,3.56,0.013586956521739132,,,,,,,,,,,,,,,,,,,,,,,,,60,65,0.020833333333333332,0.058333333333333334,0.07916666666666666,0.736842105263158,1.0846825738597314,0.143308580908485,1.8362509096305693,18.6511139408199,"(686.0, 1404.0)","(737.5, 1343.0)",90,,,,,,,,,,,"(425.0, 1216.0)",76,80,0.016666666666666666,0.04583333333333333,0.0625,0.7333333333333333,1.4686016797571235,0.08857611963590557,1.1237992953724758,26.833520216016478,"(615.5, 1341.5)","(686.5, 1260.0)",86,,,,,,,,,,,"(549.5, 1183.0)"
CA40,g150,3_00-02-07,1,3.56,0.013586956521739132,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,"(675.5, 1405.0)",,,,,,,,,,,,,91,,,,,,,,,,,"(622.0, 1342.0)",,,,,,,,,,,,
